group,kind,insertion_type,insertion,temp_c,test_number,test_name,freq_ghz,lut,lo_idac,pa_channel,corr_median,corr_mean,n,mad_multiplier
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,BE,B1,135,53221,TXPA_81FwLu86Tx3__D095,81,86.0,,TX3,5.9647198743341505,5.960590008060566,8480,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,BE,B1,135,53222,TXPA_81FwLu86Tx4__D095,81,86.0,,TX4,6.05668187433415,6.046330739818172,8512,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,BE,B1,135,53223,TXPA_81FwLu86Tx5__D095,81,86.0,,TX5,6.10423987433415,6.103382874216448,8496,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,BE,B1,135,53224,TXPA_81FwLu86Tx6__D095,81,86.0,,TX6,6.11951287433415,6.112027618249494,8505,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,BE,B1,135,53225,TXPA_81FwLu86Tx7__D095,81,86.0,,TX7,6.12974787433415,6.130256122777707,8513,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,BE,B1,135,53226,TXPA_81FwLu86Tx8__D095,81,86.0,,TX8,5.89691187433415,5.8970515050473455,8511,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,BE,B2,25,53219,TXPA_81FwLu86Tx1__D095,81,86.0,,TX1,5.65543663433415,5.655036511250735,7109,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,BE,B2,25,53220,TXPA_81FwLu86Tx2__D095,81,86.0,,TX2,5.71387163433415,5.7181684600312215,7137,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,BE,B2,25,53221,TXPA_81FwLu86Tx3__D095,81,86.0,,TX3,5.91000063433415,5.911392244969761,7127,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,BE,B2,25,53222,TXPA_81FwLu86Tx4__D095,81,86.0,,TX4,5.77193863433415,5.764611887206103,7138,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,BE,B2,25,53223,TXPA_81FwLu86Tx5__D095,81,86.0,,TX5,6.02792463433415,6.029930230296578,7133,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,BE,B2,25,53224,TXPA_81FwLu86Tx6__D095,81,86.0,,TX6,5.95800563433415,5.942471012735272,7130,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,BE,B2,25,53225,TXPA_81FwLu86Tx7__D095,81,86.0,,TX7,6.08026863433415,6.075798491717171,7138,5.0
TXPA LUT86 @ 81GHz tests 53219-53226,TXPA,BE,B2,25,53226,TXPA_81FwLu86Tx8__D095,81,86.0,,TX8,5.65232513433415,5.6611495862410495,7132,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,BE,B1,135,55195,TXPC_76FwLu114Tx1_D095,76,114.0,,TX1,8.74084002372564,8.718881932881072,8454,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,BE,B1,135,55196,TXPC_76FwLu114Tx2_D095,76,114.0,,TX2,8.363494523725642,8.364243704650159,8545,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,BE,B1,135,55197,TXPC_76FwLu114Tx3_D095,76,114.0,,TX3,8.453403023725642,8.453353315488712,8644,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,BE,B1,135,55198,TXPC_76FwLu114Tx4_D095,76,114.0,,TX4,8.513966023725642,8.48894159401804,8550,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,BE,B1,135,55199,TXPC_76FwLu114Tx5_D095,76,114.0,,TX5,8.40618852372564,8.404857382817076,8651,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,BE,B1,135,55200,TXPC_76FwLu114Tx6_D095,76,114.0,,TX6,8.529815523725642,8.52714276960042,8545,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,BE,B1,135,55201,TXPC_76FwLu114Tx7_D095,76,114.0,,TX7,8.414696523725642,8.406497714917533,8583,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,BE,B1,135,55202,TXPC_76FwLu114Tx8_D095,76,114.0,,TX8,8.75150752372564,8.721400024431855,8496,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,BE,B2,25,55195,TXPC_76FwLu114Tx1_D095,76,114.0,,TX1,8.93945928872564,8.829596400086091,7130,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,BE,B2,25,55196,TXPC_76FwLu114Tx2_D095,76,114.0,,TX2,8.44407928872564,8.43576352134896,7136,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,BE,B2,25,55197,TXPC_76FwLu114Tx3_D095,76,114.0,,TX3,8.77546978872564,8.71587957861218,7139,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,BE,B2,25,55198,TXPC_76FwLu114Tx4_D095,76,114.0,,TX4,8.67889078872564,8.653171695427902,7117,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,BE,B2,25,55199,TXPC_76FwLu114Tx5_D095,76,114.0,,TX5,8.624407788725641,8.599652468092499,7139,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,BE,B2,25,55200,TXPC_76FwLu114Tx6_D095,76,114.0,,TX6,8.65367378872564,8.624542760810794,7093,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,BE,B2,25,55201,TXPC_76FwLu114Tx7_D095,76,114.0,,TX7,8.56808478872564,8.5701477360572,7139,5.0
TXPA LUT114 @ 76GHz tests 55195-55202,TXPA,BE,B2,25,55202,TXPC_76FwLu114Tx8_D095,76,114.0,,TX8,9.015762788725642,8.94433161572986,7110,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,BE,B1,135,54195,TXPB_77FwLu114Tx1_D095,77,114.0,,TX1,8.00465424632727,8.024654277813118,8480,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,BE,B1,135,54196,TXPB_77FwLu114Tx2_D095,77,114.0,,TX2,8.30914174632727,8.307537887145761,8479,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,BE,B1,135,54197,TXPB_77FwLu114Tx3_D095,77,114.0,,TX3,8.51161874632727,8.509996658774028,8452,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,BE,B1,135,54198,TXPB_77FwLu114Tx4_D095,77,114.0,,TX4,8.27213174632727,8.27554201538134,8489,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,BE,B1,135,54199,TXPB_77FwLu114Tx5_D095,77,114.0,,TX5,8.42277374632727,8.43254975423101,8477,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,BE,B1,135,54200,TXPB_77FwLu114Tx6_D095,77,114.0,,TX6,8.35209124632727,8.36214772129184,8468,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,BE,B1,135,54201,TXPB_77FwLu114Tx7_D095,77,114.0,,TX7,8.48752274632727,8.489473892413203,8495,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,BE,B1,135,54202,TXPB_77FwLu114Tx8_D095,77,114.0,,TX8,7.944729746327269,7.977993505710727,8499,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,BE,B2,25,54195,TXPB_77FwLu114Tx1_D095,77,114.0,,TX1,8.33816421132727,8.363461761264237,7139,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,BE,B2,25,54196,TXPB_77FwLu114Tx2_D095,77,114.0,,TX2,8.752474211327268,8.74610145336012,7123,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,BE,B2,25,54197,TXPB_77FwLu114Tx3_D095,77,114.0,,TX3,8.963826711327268,8.9561291544167,7134,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,BE,B2,25,54198,TXPB_77FwLu114Tx4_D095,77,114.0,,TX4,8.74670771132727,8.745229163234168,7132,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,BE,B2,25,54199,TXPB_77FwLu114Tx5_D095,77,114.0,,TX5,8.90890221132727,8.911284920588864,7137,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,BE,B2,25,54200,TXPB_77FwLu114Tx6_D095,77,114.0,,TX6,8.81743021132727,8.826243178512797,7131,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,BE,B2,25,54201,TXPB_77FwLu114Tx7_D095,77,114.0,,TX7,8.852332211327269,8.851430066308353,7137,5.0
TXPA LUT114 @ 77GHz tests 54195-54202,TXPA,BE,B2,25,54202,TXPB_77FwLu114Tx8_D095,77,114.0,,TX8,8.240648211327269,8.28163405710399,7139,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,BE,B1,135,53227,TXPA_81FwLu114Tx1_D095,81,114.0,,TX1,7.92767441433415,7.9292392364193125,8431,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,BE,B1,135,53228,TXPA_81FwLu114Tx2_D095,81,114.0,,TX2,8.18220591433415,8.173093783319999,8480,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,BE,B1,135,53229,TXPA_81FwLu114Tx3_D095,81,114.0,,TX3,8.04413091433415,8.043222524905374,8438,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,BE,B1,135,53230,TXPA_81FwLu114Tx4_D095,81,114.0,,TX4,8.154585914334149,8.144623978204054,8486,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,BE,B1,135,53231,TXPA_81FwLu114Tx5_D095,81,114.0,,TX5,8.175991414334149,8.178969622780533,8477,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,BE,B1,135,53232,TXPA_81FwLu114Tx6_D095,81,114.0,,TX6,8.186106414334148,8.1796092531995,8496,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,BE,B1,135,53233,TXPA_81FwLu114Tx7_D095,81,114.0,,TX7,8.19524241433415,8.198813438612287,8485,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,BE,B1,135,53234,TXPA_81FwLu114Tx8_D095,81,114.0,,TX8,8.01119641433415,8.009625348577181,8501,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,BE,B2,25,53227,TXPA_81FwLu114Tx1_D095,81,114.0,,TX1,7.98028965933415,7.978642778049824,7101,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,BE,B2,25,53228,TXPA_81FwLu114Tx2_D095,81,114.0,,TX2,8.05816465933415,8.058938447480429,7137,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,BE,B2,25,53229,TXPA_81FwLu114Tx3_D095,81,114.0,,TX3,8.21535665933415,8.215455801870311,7121,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,BE,B2,25,53230,TXPA_81FwLu114Tx4_D095,81,114.0,,TX4,8.111762159334148,8.10511315092372,7134,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,BE,B2,25,53231,TXPA_81FwLu114Tx5_D095,81,114.0,,TX5,8.33119965933415,8.332445372417869,7131,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,BE,B2,25,53232,TXPA_81FwLu114Tx6_D095,81,114.0,,TX6,8.264372159334147,8.251456852321526,7130,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,BE,B2,25,53233,TXPA_81FwLu114Tx7_D095,81,114.0,,TX7,8.37293015933415,8.370539278868902,7136,5.0
TXPA LUT114 @ 81GHz tests 53227-53234,TXPA,BE,B2,25,53234,TXPA_81FwLu114Tx8_D095,81,114.0,,TX8,7.98688465933415,7.994686274589338,7132,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,TXPA,BE,B1,135,55203,TXPC_76FwLu130Tx1_D095,76,130.0,,TX1,9.67770639872564,9.661033942647766,8424,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,TXPA,BE,B1,135,55204,TXPC_76FwLu130Tx2_D095,76,130.0,,TX2,9.33720739872564,9.33832748485342,8499,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,TXPA,BE,B1,135,55205,TXPC_76FwLu130Tx3_D095,76,130.0,,TX3,9.40987339872564,9.406497408253875,8606,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,TXPA,BE,B1,135,55206,TXPC_76FwLu130Tx4_D095,76,130.0,,TX4,9.46157689872564,9.445242365235629,8510,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,TXPA,BE,B1,135,55207,TXPC_76FwLu130Tx5_D095,76,130.0,,TX5,9.37122439872564,9.366963555843595,8605,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,TXPA,BE,B1,135,55208,TXPC_76FwLu130Tx6_D095,76,130.0,,TX6,9.47464789872564,9.475545011443081,8508,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,TXPA,BE,B1,135,55209,TXPC_76FwLu130Tx7_D095,76,130.0,,TX7,9.37920039872564,9.37138750003014,8509,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,TXPA,BE,B1,135,55210,TXPC_76FwLu130Tx8_D095,76,130.0,,TX8,9.68788139872564,9.663661542608837,8493,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,TXPA,BE,B2,25,55203,TXPC_76FwLu130Tx1_D095,76,130.0,,TX1,9.9829433737256,9.884466780738224,7130,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,TXPA,BE,B2,25,55204,TXPC_76FwLu130Tx2_D095,76,130.0,,TX2,9.5166053737256,9.508135038476826,7135,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,TXPA,BE,B2,25,55205,TXPC_76FwLu130Tx3_D095,76,130.0,,TX3,9.8242043737256,9.771357039084895,7139,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,TXPA,BE,B2,25,55206,TXPC_76FwLu130Tx4_D095,76,130.0,,TX4,9.7379683737256,9.71471765809445,7114,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,TXPA,BE,B2,25,55207,TXPC_76FwLu130Tx5_D095,76,130.0,,TX5,9.6860353737256,9.663235372324843,7139,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,TXPA,BE,B2,25,55208,TXPC_76FwLu130Tx6_D095,76,130.0,,TX6,9.7086363737256,9.682688389643333,7099,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,TXPA,BE,B2,25,55209,TXPC_76FwLu130Tx7_D095,76,130.0,,TX7,9.6355393737256,9.636268680631328,7139,5.0
TXPA LUT130 @ 76GHz tests 55203-55210,TXPA,BE,B2,25,55210,TXPC_76FwLu130Tx8_D095,76,130.0,,TX8,10.056890373725599,9.991940059231013,7113,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,TXPA,BE,B1,135,54203,TXPB_77FwLu130Tx1_D095,77,130.0,,TX1,8.98500478132727,9.000757334397912,8451,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,TXPA,BE,B1,135,54204,TXPB_77FwLu130Tx2_D095,77,130.0,,TX2,9.25502828132727,9.257961291059052,8426,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,TXPA,BE,B1,135,54205,TXPB_77FwLu130Tx3_D095,77,130.0,,TX3,9.42422878132727,9.427488088270891,8425,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,TXPA,BE,B1,135,54206,TXPB_77FwLu130Tx4_D095,77,130.0,,TX4,9.21937978132727,9.223455979954975,8453,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,TXPA,BE,B1,135,54207,TXPB_77FwLu130Tx5_D095,77,130.0,,TX5,9.35798478132727,9.367310171536564,8457,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,TXPA,BE,B1,135,54208,TXPB_77FwLu130Tx6_D095,77,130.0,,TX6,9.28923178132727,9.30030436800026,8434,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,TXPA,BE,B1,135,54209,TXPB_77FwLu130Tx7_D095,77,130.0,,TX7,9.40911578132727,9.414483398328452,8470,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,TXPA,BE,B1,135,54210,TXPB_77FwLu130Tx8_D095,77,130.0,,TX8,8.93062478132727,8.958892721894529,8497,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,TXPA,BE,B2,25,54203,TXPB_77FwLu130Tx1_D095,77,130.0,,TX1,9.37507351132727,9.399587895974982,7139,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,TXPA,BE,B2,25,54204,TXPB_77FwLu130Tx2_D095,77,130.0,,TX2,9.763582511327272,9.759376267226147,7120,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,TXPA,BE,B2,25,54205,TXPB_77FwLu130Tx3_D095,77,130.0,,TX3,9.956819011327271,9.952474490569907,7130,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,TXPA,BE,B2,25,54206,TXPB_77FwLu130Tx4_D095,77,130.0,,TX4,9.75832601132727,9.758351179584356,7126,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,TXPA,BE,B2,25,54207,TXPB_77FwLu130Tx5_D095,77,130.0,,TX5,9.912889011327271,9.915095601153503,7136,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,TXPA,BE,B2,25,54208,TXPB_77FwLu130Tx6_D095,77,130.0,,TX6,9.82198751132727,9.831913594765778,7131,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,TXPA,BE,B2,25,54209,TXPB_77FwLu130Tx7_D095,77,130.0,,TX7,9.85780651132727,9.858397289245165,7137,5.0
TXPA LUT130 @ 77GHz tests 54203-54210,TXPA,BE,B2,25,54210,TXPB_77FwLu130Tx8_D095,77,130.0,,TX8,9.28649051132727,9.322917527996273,7139,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,TXPA,BE,B1,135,53235,TXPA_81FwLu130Tx1_D095,81,130.0,,TX1,8.841442989334151,8.843975287123023,8412,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,TXPA,BE,B1,135,53236,TXPA_81FwLu130Tx2_D095,81,130.0,,TX2,9.08201498933415,9.073493384015002,8460,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,TXPA,BE,B1,135,53237,TXPA_81FwLu130Tx3_D095,81,130.0,,TX3,8.936315989334151,8.939006427851435,8417,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,TXPA,BE,B1,135,53238,TXPA_81FwLu130Tx4_D095,81,130.0,,TX4,9.05531798933415,9.046576158343244,8467,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,TXPA,BE,B1,135,53239,TXPA_81FwLu130Tx5_D095,81,130.0,,TX5,9.06601098933415,9.070986687844437,8458,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,TXPA,BE,B1,135,53240,TXPA_81FwLu130Tx6_D095,81,130.0,,TX6,9.069734989334151,9.064764878249216,8489,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,TXPA,BE,B1,135,53241,TXPA_81FwLu130Tx7_D095,81,130.0,,TX7,9.07983098933415,9.085146241607685,8467,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,TXPA,BE,B1,135,53242,TXPA_81FwLu130Tx8_D095,81,130.0,,TX8,8.92675598933415,8.923574394822314,8491,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,TXPA,BE,B2,25,53235,TXPA_81FwLu130Tx1_D095,81,130.0,,TX1,9.01660395433415,9.016705212189581,7097,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,TXPA,BE,B2,25,53236,TXPA_81FwLu130Tx2_D095,81,130.0,,TX2,9.10508295433415,9.106627611473003,7137,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,TXPA,BE,B2,25,53237,TXPA_81FwLu130Tx3_D095,81,130.0,,TX3,9.24329695433415,9.243834124798285,7110,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,TXPA,BE,B2,25,53238,TXPA_81FwLu130Tx4_D095,81,130.0,,TX4,9.160006454334152,9.15261297045414,7134,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,TXPA,BE,B2,25,53239,TXPA_81FwLu130Tx5_D095,81,130.0,,TX5,9.35880745433415,9.361077831999692,7128,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,TXPA,BE,B2,25,53240,TXPA_81FwLu130Tx6_D095,81,130.0,,TX6,9.29363295433415,9.282583813902052,7128,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,TXPA,BE,B2,25,53241,TXPA_81FwLu130Tx7_D095,81,130.0,,TX7,9.39443995433415,9.394215353324755,7133,5.0
TXPA LUT130 @ 81GHz tests 53235-53242,TXPA,BE,B2,25,53242,TXPA_81FwLu130Tx8_D095,81,130.0,,TX8,9.03008395433415,9.03785447775631,7130,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,TXPA,BE,B1,135,55211,TXPC_76FwLu148Tx1_D095,76,148.0,,TX1,10.5470451137256,10.535373960135885,8399,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,TXPA,BE,B1,135,55212,TXPC_76FwLu148Tx2_D095,76,148.0,,TX2,10.252683113725599,10.256201544123329,8448,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,TXPA,BE,B1,135,55213,TXPC_76FwLu148Tx3_D095,76,148.0,,TX3,10.3055651137256,10.3044034744142,8481,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,TXPA,BE,B1,135,55214,TXPC_76FwLu148Tx4_D095,76,148.0,,TX4,10.346936113725599,10.338667008505949,8468,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,TXPA,BE,B1,135,55215,TXPC_76FwLu148Tx5_D095,76,148.0,,TX5,10.2788846137256,10.274456279767314,8534,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,TXPA,BE,B1,135,55216,TXPC_76FwLu148Tx6_D095,76,148.0,,TX6,10.3556386137256,10.359337318620373,8458,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,TXPA,BE,B1,135,55217,TXPC_76FwLu148Tx7_D095,76,148.0,,TX7,10.2796951137256,10.276533258073838,8431,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,TXPA,BE,B1,135,55218,TXPC_76FwLu148Tx8_D095,76,148.0,,TX8,10.5605271137256,10.543458678502212,8483,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,TXPA,BE,B2,25,55211,TXPC_76FwLu148Tx1_D095,76,148.0,,TX1,11.0065628337256,10.918545203025445,7127,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,TXPA,BE,B2,25,55212,TXPC_76FwLu148Tx2_D095,76,148.0,,TX2,10.5681818337256,10.55999463675378,7133,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,TXPA,BE,B2,25,55213,TXPC_76FwLu148Tx3_D095,76,148.0,,TX3,10.853508833725598,10.805216002680488,7138,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,TXPA,BE,B2,25,55214,TXPC_76FwLu148Tx4_D095,76,148.0,,TX4,10.773841833725598,10.753673092506155,7118,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,TXPA,BE,B2,25,55215,TXPC_76FwLu148Tx5_D095,76,148.0,,TX5,10.728337833725599,10.705569988509183,7139,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,TXPA,BE,B2,25,55216,TXPC_76FwLu148Tx6_D095,76,148.0,,TX6,10.742464833725599,10.719710087454843,7106,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,TXPA,BE,B2,25,55217,TXPC_76FwLu148Tx7_D095,76,148.0,,TX7,10.6797008337256,10.681992021707112,7139,5.0
TXPA LUT148 @ 76GHz tests 55211-55218,TXPA,BE,B2,25,55218,TXPC_76FwLu148Tx8_D095,76,148.0,,TX8,11.079093833725599,11.01846329570733,7115,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,TXPA,BE,B1,135,54211,TXPB_77FwLu148Tx1_D095,77,148.0,,TX1,9.9331231463273,9.947665150989582,8365,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,TXPA,BE,B1,135,54212,TXPB_77FwLu148Tx2_D095,77,148.0,,TX2,10.1607696463273,10.165363572107617,8394,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,TXPA,BE,B1,135,54213,TXPB_77FwLu148Tx3_D095,77,148.0,,TX3,10.2869061463273,10.29661654907193,8380,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,TXPA,BE,B1,135,54214,TXPB_77FwLu148Tx4_D095,77,148.0,,TX4,10.1218361463273,10.129191695246798,8422,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,TXPA,BE,B1,135,54215,TXPB_77FwLu148Tx5_D095,77,148.0,,TX5,10.2476931463273,10.258785860375513,8421,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,TXPA,BE,B1,135,54216,TXPB_77FwLu148Tx6_D095,77,148.0,,TX6,10.1815786463273,10.19427141523786,8408,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,TXPA,BE,B1,135,54217,TXPB_77FwLu148Tx7_D095,77,148.0,,TX7,10.284979146327299,10.292863907191702,8422,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,TXPA,BE,B1,135,54218,TXPB_77FwLu148Tx8_D095,77,148.0,,TX8,9.8843651463273,9.908265673426131,8469,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,TXPA,BE,B2,25,54211,TXPB_77FwLu148Tx1_D095,77,148.0,,TX1,10.403718546327301,10.427099155796414,7139,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,TXPA,BE,B2,25,54212,TXPB_77FwLu148Tx2_D095,77,148.0,,TX2,10.765057546327299,10.762554206577406,7117,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,TXPA,BE,B2,25,54213,TXPB_77FwLu148Tx3_D095,77,148.0,,TX3,10.940167546327299,10.93722029987116,7125,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,TXPA,BE,B2,25,54214,TXPB_77FwLu148Tx4_D095,77,148.0,,TX4,10.759479546327299,10.760973156182699,7123,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,TXPA,BE,B2,25,54215,TXPB_77FwLu148Tx5_D095,77,148.0,,TX5,10.9045425463273,10.908316109966213,7134,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,TXPA,BE,B2,25,54216,TXPB_77FwLu148Tx6_D095,77,148.0,,TX6,10.817321546327301,10.827715967202721,7128,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,TXPA,BE,B2,25,54217,TXPB_77FwLu148Tx7_D095,77,148.0,,TX7,10.854667546327299,10.854833904751747,7134,5.0
TXPA LUT148 @ 77GHz tests 54211-54218,TXPA,BE,B2,25,54218,TXPB_77FwLu148Tx8_D095,77,148.0,,TX8,10.3219075463273,10.355259975799216,7139,5.0
TXPA LUT148 @ 81GHz tests 53243-53250,TXPA,BE,B1,135,53243,TXPA_81FwLu148Tx1_D095,81,148.0,,TX1,9.699697519334151,9.704535768827533,8389,5.0
TXPA LUT148 @ 81GHz tests 53243-53250,TXPA,BE,B1,135,53244,TXPA_81FwLu148Tx2_D095,81,148.0,,TX2,9.91596651933415,9.910732279899204,8424,5.0
TXPA LUT148 @ 81GHz tests 53243-53250,TXPA,BE,B1,135,53245,TXPA_81FwLu148Tx3_D095,81,148.0,,TX3,9.76594801933415,9.773134060544251,8396,5.0
TXPA LUT148 @ 81GHz tests 53243-53250,TXPA,BE,B1,135,53246,TXPA_81FwLu148Tx4_D095,81,148.0,,TX4,9.886857019334151,9.882601829585097,8448,5.0
TXPA LUT148 @ 81GHz tests 53243-53250,TXPA,BE,B1,135,53247,TXPA_81FwLu148Tx5_D095,81,148.0,,TX5,9.889796519334151,9.89946211322113,8441,5.0
TXPA LUT148 @ 81GHz tests 53243-53250,TXPA,BE,B1,135,53248,TXPA_81FwLu148Tx6_D095,81,148.0,,TX6,9.884587019334152,9.886075040467562,8470,5.0
